,Parada,Lat,Lon
0,Paseo de los Basilios,37.16777206640298,-3.5961489379405975
0,Avda. de Cervantes 1,37.165683825551675,-3.5895761847496032
0,Cno. de Huétor,37.16266250700385,-3.5871172696352005
0,Bola de Oro,37.16129,-3.58649
0,Cno. Real de los Neveros 2,37.15918,-3.58133
0,El Serrallo,37.158,-3.57937
0,Rebites 1,37.15437,-3.57192
0,Rebites 3,37.15285,-3.56827
0,Rebites 4,37.1518,-3.56641
0,D.G. Tráfico (i),37.15211,-3.56443
0,D.G. Tráfico (v),37.15219,-3.56465
0,Avda. de los Colorados 1,37.15074822938647,-3.5681917369447546
0,Avda. de los Colorados 2,37.150294682524795,-3.5700702220447056
0,Avda. de los Colorados 3,37.14969778805863,-3.5725367814302444
0,Avda. de los Colorados 4,37.14986432893485,-3.5740014017119392
0,Granada 1,37.14928,-3.57542
0,Granada 2,37.1485,-3.57397
0,Granada 3,37.14753,-3.57215
0,Avda. de los Almendros,37.14757655116032,-3.5704346001148224
0,Consultorio Médico,37.147630534191485,-3.568737432360649
0,Avda. de los Almendros 1,37.14758189601661,-3.5674265027046204
0,Avda. de los Almendros 2,37.14656016642002,-3.5658354163251715
0,Avda. de los Almendros 3,37.14554729572383,-3.565304473058859
0,Avda. de los Almendros 4,37.14375659267407,-3.564384609485387
0,Plaza Mundo Nuevo,37.14375,-3.56613
0,Parque de los Pinos,37.14219,-3.56397
0,Plaza San Miguel,37.1405,-3.56207
