,Parada,Lat,Lon
0,Luis Javier,37.21999799144097,-3.5741593838065455
0,G. Morcillo,37.21926687151643,-3.572094887495041
0,López Mezquita,37.21678,-3.5753
0,Mariana Pineda,37.21818288722605,-3.5783830583341114
0,Acceso Urb. Abén Humeya,37.219101124372415,-3.58672633767128
0,Acceso Jun,37.217073042035615,-3.5897387266322766
0,Avda. de Granada,37.217999836509115,-3.5916581153787774
0,San Jerónimo 1,37.21255,-3.59259
0,San Jerónimo 3,37.21171219158799,-3.58846977353096
0,San Jerónimo 2,37.210328501866975,-3.5899141430854797
0,San Jerónimo 1,37.21255,-3.59259
