,Parada,Lat,Lon
0,Rector Marín Ocete,37.18300090691289,-3.6059443652629852
0,Ctra. Vieja de Málaga 1,37.1887,-3.61541
0,Ctra. Vieja de Málaga 4,37.18908,-3.62003
0,Ctra. Vieja de Málaga 5,37.18955,-3.62617
0,Ctra. Vieja de Málaga 6,37.18996,-3.63011
0,Bobadilla,37.19187,-3.64384
0,Camping,37.19173,-3.65258
0,Ctra. de Santa Fe 2,37.19193,-3.66081
0,Ctra. de Santa Fe 3,37.19259,-3.66969
0,Ctra. de Santa Fe 4,37.1927,-3.68604
0,Ctra. de Santa Fe 5,37.19312,-3.6991
0,Avda. de la Hispanidad 1,37.19162564157883,-3.7108388543128967
0,Avda. de la Hispanidad 2,37.19031316420821,-3.716016188263893
0,Calderón,37.19084723895906,-3.718413144333681
0,Buenavista,37.19034062124645,-3.7214158774077077
0,Avda. de Andalucía,37.195704485453696,-3.7385038286447525
0,Iglesia,37.19591,-3.74096
0,Colegio Fuente de la Reina,37.19576,-3.74231
0,Acceso a Chauchina,37.19073,-3.77543
0,Carrera de la Virgen 1,37.19375,-3.77463
0,Carrera de la Virgen 2,37.19811,-3.77266
0,Carrera de la Virgen 3,37.20028,-3.77216
0,Iglesia,37.20151,-3.7709
0,Calvario,37.20428,-3.77169
0,Polideportivo,37.21486,-3.77198
0,Los Pastoreros,37.21889,-3.7785
0,Ayuntamiento,37.21927,-3.78331
0,Rector Marín Ocete,37.18300090691289,-3.6059443652629852
