,Parada,Lat,Lon
0,Capitán Moreno,37.183413014827934,-3.60058075190409
0,Ctra. de Murcia 1,37.18787,-3.59973
0,Ctra. de Murcia 4,37.18417,-3.59467
0,Acceso Haza Grande,37.190670532101635,-3.592502474784851
0,El Fargue 1,37.20053,-3.56645
0,El Fargue 2,37.20262,-3.56446
0,El Fargue 3,37.20691,-3.5575
0,El Fargue 4,37.20929,-3.55653
0,Sotanillas,37.21934,-3.52252
0,Puente,37.2209,-3.51875
0,Plaza de la Fortaleza,37.2204,-3.51602
0,Los Sifones,37.22164,-3.51438
0,Los Llanos,37.22361,-3.51133
0,El Colmenar,37.22984,-3.50037
0,Puente,37.22094,-3.48131
0,Ayuntamiento,37.21856,-3.48126
