,Parada,Lat,Lon
0,Parque Sur de Bomberos,37.16507676245753,-3.5985320806503296
0,Plaza de las Américas 2,37.16246,-3.60282
0,Avda. Fernando de los Ríos 2,37.15880,-3.60659
0,Río Monachil,37.15469278582922,-3.610914230371236
0,Ctra. de Granada 1,37.151464513623495,-3.6143713295950874
0,Ctra. de Granada 2,37.150307723501456,-3.6158784628241847
0,Cno. Bajo de Armilla,37.147761482968306,-3.622029572725296
0,Gerardo Talavera,37.14750279210501,-3.6245807558543674
0,Cno. de Churriana,37.147127261195315,-3.627882689249873
0,La Habana,37.147123305973025,-3.631546855021952
0,San Cayetano 1,37.14584426333775,-3.633318319916725
0,San Cayetano 2,37.14284363956995,-3.632456660270691
0,Poniente,37.143384998565246,-3.628436028957367
0,Ctra. de Alhama 2,37.142403622164906,-3.634151816368103
0,San Ramón 1,37.14297,-3.63944
0,San Ramón 2,37.14525952038578,-3.643229752779007
0,San Ramón 3,37.145749657152074,-3.645143508911133
0,San Ramón 4,37.14661126392064,-3.6481931805610657
0,San Ramón 5,37.147094443569586,-3.652808591723442
0,Ctra. de Las Gabias,37.13791,-3.65919
0,Progreso,37.13726,-3.66209
0,Plaza Estación de Tranvías,37.13668,-3.66542
0,Iglesia,37.13675971240971,-3.6673007012723246
0,Real de Málaga 1,37.1346,-3.66939
0,Real de Málaga 2,37.13337,-3.67124
0,Cañada Real,37.13131,-3.67526
0,Real de Málaga 4,37.12974826988569,-3.6767761409385002
0,Parque Sur de Bomberos,37.16507676245753,-3.5985320806503296
