,Parada,Lat,Lon
0,Tierno Galván,37.16562119881061,-3.5977123975999347
0,Cno. de la Zubia,37.16363442932831,-3.5966867208480835
0,Plaza Fontiveros,37.16103947366962,-3.595050573348999
0,Andrés Segovia 1,37.158178079082155,-3.5956385135978053
0,Palacio de Deportes,37.15370471528664,-3.593226671218872
0,Ctra. de la Zubia 1,37.14837186162209,-3.5915910601943324
0,Ctra. de la Zubia 2,37.14573704298178,-3.591392442608594
0,Ctra. de la Zubia 3,37.14143762749579,-3.590635657310486
0,Ctra. de la Zubia 4,37.13884,-3.58955
0,Ctra. de la Zubia 5,37.13684994641281,-3.587919116012017
0,Ctra. de la Zubia 6,37.127342708413344,-3.585820555654209
0,Camping,37.12481,-3.58565
0,Laurel de la Reina,37.12146477319525,-3.5851458460092544
0,Parque de la Encina,37.12019288919121,-3.5846543312072754
0,Primero de Mayo,37.117576766054576,-3.583867907655076
0,Prieto Moreno 3,37.11492,-3.58509
0,Prieto Moreno 1,37.11366481738199,-3.590909242630005
0,Cno. Forestal 2,37.116003027723956,-3.5906796455628864
