,Parada,Lat,Lon
0,Profesor Emilio Orozco,37.18242980733476,-3.600883036851883
0,Avda. de Madrid 1,37.188842542804736,-3.6050069332122803
0,Avda. de Juan Pablo II 1,37.19388943782329,-3.608314096927643
0,Estación de Autobuses 1,37.200129215648786,-3.613198399543762
0,Acceso a Maracena,37.209430772193244,-3.6220818758010864
0,Pol. Ind. Olinda,37.21595,-3.62421
0,Avda. de Andalucía 1,37.222650511032995,-3.628508448600769
0,Granada 1,37.22388767373779,-3.6267348378896713
0,Granada 2,37.22528232742909,-3.6275844275951385
0,Granada 3,37.2265845860556,-3.628387749195099
0,Plaza de Asegra,37.227781640364334,-3.6290690302848816
0,Biblioteca,37.229839867285,-3.627508655190468
0,Parque Francisco Huertas,37.231116420267135,-3.6276179552078247
0,San Ildefonso,37.23245114514914,-3.62902007997036
0,Avda. de Reina Sofía 2,37.23427914600601,-3.6312228441238403
