,Parada,Lat,Lon
0,Parque Sur de Bomberos,37.16507676245753,-3.5985320806503296
0,Plaza de las Américas 2,37.16246,-3.60282
0,Avda. Fernando de los Ríos 2,37.15880,-3.60659
0,Río Monachil,37.15469278582922,-3.610914230371236
0,Ctra. de Granada 1,37.151464513623495,-3.6143713295950874
0,Ctra. de Granada 2,37.150307723501456,-3.6158784628241847
0,Cno. Bajo de Armilla,37.147761482968306,-3.622029572725296
0,Gerardo Talavera,37.14750279210501,-3.6245807558543674
0,Cno. de Churriana,37.147127261195315,-3.627882689249873
0,La Habana,37.147123305973025,-3.631546855021952
0,San Cayetano 1,37.14584426333775,-3.633318319916725
0,San Cayetano 2,37.14284363956995,-3.632456660270691
0,Ctra. de Alhama 2,37.142403622164906,-3.634151816368103
0,Ctra. de Alhama 3,37.14132601772587,-3.6401090025901794
0,Ctra. de Alhama 4,37.14066105970868,-3.6438265442848206
0,Ctra. de Alhama 5,37.14018639156791,-3.6463022232055664
0,Urb. los Chopos,37.13924464,-3.65150752
0,Gabia Chica,37.12463027499225,-3.655438900018453
0,Parque Sur de Bomberos,37.16507676245753,-3.5985320806503296
