,0,1,2,3,4
0,Granada,Ogíjares,Gójar,Dílar,Ayuntamiento
0,07:15,07:30,07:35,07:40,07:45
0,07:25,07:50,07:55,08:00,08:05
0,07:55,08:20,08:25,08:30,08:35
0,08:15,08:45,08:50,08:55,09:00
0,08:25,08:50,08:55,09:00,09:05
0,08:55,09:20,09:25,09:30,09:35
0,09:00,09:30,09:35,09:40,09:45
0,09:00,09:30,09:35,09:40,09:45
0,09:25,09:50,09:55,10:00,10:05
0,09:45,10:15,10:20,10:25,10:30
0,09:45,10:15,10:20,10:25,10:30
0,09:55,10:20,10:25,10:30,10:35
0,10:25,10:50,10:55,11:00,11:05
0,10:30,11:00,11:05,11:10,11:15
0,10:30,11:00,11:05,11:10,11:15
0,10:55,11:20,11:25,11:30,11:35
0,11:15,11:45,11:50,11:55,12:00
0,11:15,11:45,11:50,11:55,12:00
0,11:25,11:50,11:55,12:00,12:05
0,11:55,12:20,12:25,12:30,12:35
0,12:00,12:30,12:35,12:40,12:45
0,12:00,12:30,12:35,12:40,12:45
0,12:25,12:50,12:55,13:00,13:05
0,12:45,13:15,13:20,13:25,13:30
0,12:45,13:15,13:20,13:25,13:30
0,12:55,13:20,13:25,13:30,13:35
0,13:25,13:50,13:55,14:00,14:05
0,13:30,14:00,14:05,14:10,14:15
0,13:30,14:00,14:05,14:10,14:15
0,13:55,14:20,14:25,14:30,14:35
0,14:15,14:45,14:50,14:55,15:00
0,14:15,14:45,14:50,14:55,15:00
0,14:25,14:50,14:55,15:00,15:05
0,14:55,15:20,15:25,15:30,15:35
0,15:00,15:30,15:35,15:40,15:45
0,15:00,15:30,15:35,15:40,15:45
0,15:25,15:50,15:55,16:00,16:05
0,15:45,16:15,16:20,16:25,16:30
0,15:45,16:15,16:20,16:25,16:30
0,15:55,16:20,16:25,16:30,16:35
0,16:25,16:50,16:55,17:00,17:05
0,16:30,17:00,17:05,17:10,17:15
0,16:30,17:00,17:05,17:10,17:15
0,16:55,17:20,17:25,17:30,17:35
0,17:15,17:45,17:50,17:55,18:00
0,17:15,17:45,17:50,17:55,18:00
0,17:25,17:50,17:55,18:00,18:05
0,17:55,18:20,18:25,18:30,18:35
0,18:00,18:30,18:35,18:40,18:45
0,18:00,18:30,18:35,18:40,18:45
0,18:25,18:50,18:55,19:00,19:05
0,18:45,19:15,19:20,19:25,19:30
0,18:45,19:15,19:20,19:25,19:30
0,18:55,19:20,19:25,19:30,19:35
0,19:25,19:50,19:55,20:00,20:05
0,19:30,20:00,20:05,20:10,20:15
0,19:30,20:00,20:05,20:10,20:15
0,19:55,20:20,20:25,20:30,20:35
0,20:15,20:45,20:50,20:55,21:00
0,20:15,20:45,20:50,20:55,21:00
0,20:25,20:50,20:55,21:00,21:05
0,20:55,21:20,21:25,21:30,21:35
0,21:00,21:30,21:35,21:40,21:45
0,21:00,21:30,21:35,21:40,21:45
0,21:25,21:50,21:55,22:00,22:05
0,21:45,22:15,22:20,22:25,22:30
0,21:45,22:15,22:20,22:25,22:30
0,21:55,22:20,22:25,22:30,22:35
0,22:25,22:50,22:55,23:00,23:05
0,22:30,23:00,23:05,23:10,23:15
0,22:30,23:00,23:05,23:10,23:15
0,23:00,23:30,23:35,23:40,23:45
0,23:00,23:25,23:30,23:35,23:40
