,0,1,2,3,4,5,6,7
0,Granada,Santa Fé,El Jau,Chauchina,Romilla,Cijuela,Láchar,Acceso a Láchar
0,07:00,07:20,07:25,07:35,07:40,07:45,07:49,07:50
0,11:00,11:20,11:25,11:35,11:40,11:45,11:49,11:50
0,11:00,11:20,11:25,11:35,11:40,11:45,11:49,11:50
0,13:00,13:20,13:25,13:35,13:40,13:45,13:49,13:50
0,15:00,15:20,15:25,15:35,15:40,15:45,15:49,15:50
0,18:00,18:20,18:25,18:35,18:40,18:45,18:49,18:50
0,21:00,21:20,21:25,21:35,21:40,21:45,21:49,21:50
0,23:00,23:20,23:25,23:35,23:40,23:45,23:49,23:50
