,0,1,2
0,Canteras,Cruce Colinas,Monachil
0,07:10,07:15,07:20
0,07:40,07:45,07:50
0,08:10,08:15,08:20
0,08:35,08:37,08:40
0,09:10,09:15,09:20
0,10:40,10:45,10:50
0,11:10,11:15,11:20
0,13:10,13:15,13:20
0,13:40,13:45,13:50
0,14:10,14:15,14:20
0,14:40,14:45,14:50
0,15:10,15:15,15:20
0,15:40,15:45,15:50
0,19:10,19:15,19:20
0,19:40,19:45,19:50
0,20:10,20:15,20:20
0,20:40,20:45,20:50
