,0,1,2,3,4,5,6,7,8
0,Estación Autobuses,Rector Marín Ocete,Santa Fé,Cijuela,Láchar,Trasmulas,Peñuelas,Castillo Tajarja,El Turro
0,11:00,11:10,11:35,11:40,11:50,12:00,12:10,12:30,--
0,14:30,14:30,15:00,15:20,15:30,15:40,15:50,16:00,16:00
0,14:30,14:45,15:15,15:35,15:45,16:00,16:00,16:15,16:20
0,20:00,20:10,20:35,20:45,20:55,21:05,21:15,21:35,21:35
