,0,1,2
0,Aeropuerto,Granada,Plaza Rotary
0,09:15,09:50,10:00
0,10:00,10:35,10:45
0,10:15,10:50,11:00
0,11:30,12:05,12:15
0,12:10,12:45,12:55
0,12:15,12:50,13:00
0,12:16,12:51,13:01
0,13:10,13:45,13:55
0,13:11,13:46,13:56
0,14:20,14:55,15:05
0,15:00,15:35,15:45
0,15:20,15:55,16:05
0,16:10,16:45,16:55
0,17:30,18:05,18:15
0,18:00,18:35,18:45
0,18:55,19:30,19:40
0,19:10,19:45,19:55
0,20:30,21:05,21:15
0,22:00,22:40,22:45
0,23:20,23:55,00:05
