,0,1,2,3,4,5
0,Granada,Armilla,Churriana De La Vega,Cúllar Vega,El Ventorrillo,C/Clavel 2
0,07:45,07:56,08:01,08:06,08:14,08:16
0,09:15,09:26,09:31,09:36,09:44,09:46
0,10:45,10:56,11:01,11:06,11:14,11:16
0,12:15,12:26,12:31,12:36,12:44,12:46
0,13:45,13:56,14:01,14:06,14:14,14:16
0,15:15,15:26,15:31,15:36,15:44,15:46
0,16:45,16:56,17:01,17:06,17:14,17:16
0,18:15,18:26,18:31,18:36,18:44,18:46
0,19:45,19:56,20:01,20:06,20:14,20:16
0,21:15,21:26,21:31,21:36,21:44,21:46
