,0,1,2,3,4,5
0,Caparacena,Urb. Los Cortijos,Urb. Medina Elvira,Atarfe,Granada,Rector Marín Ocete
0,07:00,07:10,07:15,07:30,07:50,08:00
0,09:15,09:25,09:30,09:45,10:05,10:15
0,13:50,14:00,14:05,14:20,14:40,14:50
0,16:50,17:00,17:05,17:20,17:40,17:50
