,0,1,2,3,4,5,6,7
0,Cacín,Ventas De Huelma,Ácula,Chimeneas,Romilla La Nueva,Santa Fé,Granada,Plaza Rotary
0,07:00,07:25,07:30,07:35,07:45,08:05,08:10,08:15
0,--,12:00,12:05,12:10,12:20,12:40,12:45,12:50
0,15:30,15:55,16:00,16:05,16:15,16:35,16:40,16:45
0,--,18:00,18:05,18:10,18:20,18:40,18:45,18:50
