,0,1,2
0,La Zubia,Granada,Tierno Galván
0,07:45,07:55,08:05
0,08:45,08:55,09:05
0,09:45,09:55,10:05
0,10:45,10:55,11:05
0,11:45,11:55,12:05
0,12:45,12:55,13:05
0,13:45,13:55,14:05
0,14:45,14:55,15:05
0,15:45,15:55,16:05
0,16:45,16:55,17:05
0,17:45,17:55,18:05
0,18:45,18:55,19:05
0,19:45,19:55,20:05
0,20:45,20:55,21:05
