,0,1,2,3,4,5,6,7,8
0,El Turro,Castillo Tajarja,Peñuelas,Trasmulas,Láchar,Cijuela,Santa Fé,Rector Marín Ocete,Estación Autobuses
0,07:15,07:25,07:35,07:45,07:55,08:05,08:15,08:40,09:00
0,07:15,07:30,07:40,07:50,08:00,08:10,08:20,08:45,09:00
0,--,12:30,12:40,12:50,13:00,13:10,13:20,13:45,14:00
0,16:15,16:25,16:35,16:45,16:55,17:05,17:15,17:40,18:00
