,0,1,2,3,4,5,6
0,Agrón,Ventas De Huelma,Escúzar,La Malahá,Las Gabias,Armilla,Estación Autobuses
0,--,06:55,07:05,07:15,07:25,07:35,07:44
0,07:30,07:35,07:45,07:55,08:05,08:15,08:24
0,07:30,07:35,07:45,08:00,08:10,08:20,08:29
0,--,--,--,09:10,09:25,09:35,09:49
0,11:30,11:35,11:45,11:55,12:05,12:10,12:19
0,--,--,14:00,14:15,14:25,14:30,14:39
0,--,--,15:30,15:35,15:45,15:50,16:04
0,--,--,21:00,21:10,21:20,21:25,21:34
