,0,1,2,3,4,5,6
0,Granada,Santa Fé,El Jau,Chauchina,Romilla,Cijuela,Pza. Constitución
0,08:00,08:20,08:25,08:35,08:40,08:42,08:45
0,11:00,11:20,11:25,11:35,11:40,11:42,11:45
0,12:00,12:20,12:25,12:35,12:40,12:42,12:45
0,14:00,14:20,14:25,14:35,14:40,14:42,14:45
0,15:00,15:20,15:25,15:35,15:40,15:42,15:45
