,0,1,2
0,Deifontes,Granada,Rector Marín Ocete
0,07:00,07:17,07:27
0,08:15,08:32,08:42
0,09:30,09:47,09:57
0,11:15,11:32,11:42
0,12:15,12:32,12:42
0,13:15,13:32,13:42
0,16:15,16:32,16:42
0,18:15,18:32,18:42
0,20:15,20:32,20:42
