,0,1,2,3,4,5,6
0,Cijuela,Romilla,Chauchina,El Jau,Santa Fé,Granada,Rector Marín Ocete
0,08:50,08:55,09:10,09:20,09:30,09:40,09:55
0,11:50,11:55,12:10,12:20,12:30,12:40,12:55
0,12:50,12:55,13:10,13:20,13:30,13:40,13:55
0,14:50,14:55,15:10,15:20,15:30,15:40,15:55
0,15:50,15:55,16:10,16:20,16:30,16:40,16:55
