,0,1,2
0,Granada,Ogíjares,La Zubia
0,--,07:30,07:45
0,08:05,08:30,08:45
0,09:05,09:30,09:45
0,10:05,10:30,10:45
0,11:05,11:30,11:45
0,12:05,12:30,12:45
0,13:05,13:30,13:45
0,14:05,14:30,14:45
0,15:05,15:30,15:45
0,16:05,16:30,16:45
0,17:05,17:30,17:45
0,18:05,18:30,18:45
0,19:05,19:30,19:45
0,20:05,20:30,20:45
0,21:05,21:30,--
