,0,1,2
0,Maracena,Granada,Prof. Emilio Orozco
0,07:40,08:10,08:15
0,08:45,09:10,09:15
0,09:45,10:10,10:15
0,10:45,11:10,11:15
0,11:45,12:10,12:15
0,12:45,13:10,13:15
0,13:45,14:10,14:15
0,18:30,18:55,19:00
0,19:30,19:55,20:00
0,20:30,20:55,21:00
