,0,1,2,3,4,5,6
0,Estación Autobuses,Armilla,Las Gabias,La Malahá,Escúzar,Ventas De Huelma,Agrón
0,10:15,10:44,10:49,10:59,11:19,11:24,11:29
0,13:00,13:29,13:34,13:54,14:14,--,--
0,14:45,15:14,15:19,15:29,15:44,15:49,15:59
0,20:00,20:29,20:39,20:54,20:59,--,--
